,year,company,inn,money,region_id,region
370,2015,"ООО ""ЧЕЛЯБСТРОЙКОМПЛЕКТ""",7424032834,0.5,74,Челябинская область
371,2015,"ООО ИЗДАТЕЛЬСКИЙ ДОМ ""ГРАНАДА ПРЕСС""",7453214596,0.5,74,Челябинская область
372,2015,"ООО ""ПРОИЗВОДСТВЕННО-СТРОИТЕЛЬНОЕ ОБЪЕДИНЕНИЕ КРУПНОПАНЕЛЬНОГО ДОМОСТРОЕНИЯ И СТРОИТЕЛЬНЫХ КОНСТРУКЦИЙ""",7423008910,0.4,74,Челябинская область
373,2015,"ООО ""ПРОМЫШЛЕННЫЕ ТЕХНОЛОГИИ""",7451357119,0.4,74,Челябинская область
374,2015,"ООО ""МОДЕРН ГЛАСС""",7451109035,0.35,74,Челябинская область
375,2014,"Челябинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7453093550,30.709763,74,Челябинская область
376,2014,"ООО ""АПТЕКА ""КЛАССИКА"" ЧЛ",7453255828,10.0,74,Челябинская область
377,2014,"ООО НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""РОСГЕО""",7451336790,5.0,74,Челябинская область
378,2014,"ООО "" МАКС медиа""",7445035610,3.0,74,Челябинская область
379,2014,"ОАО ""ЧЕЛЯБИНСКИЙ ЗАВОД ПРОФИЛИРОВАННОГО СТАЛЬНОГО НАСТИЛА""",7447014976,2.65,74,Челябинская область
380,2014,"ЗАО ЭКСПЛУАТАЦИОННО-СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ЮЖУРАЛСТРОЙСЕРВИС""",7449031695,0.5,74,Челябинская область
381,2014,"ОАО ""Челябнетма""",7447004939,0.5,74,Челябинская область
382,2014,"ООО ""КЛЁН""",7438025273,0.5,74,Челябинская область
383,2014,"ООО ""Строительная компания ""НИКС""",7451210660,0.5,74,Челябинская область
384,2014,"ООО Частная охранная организация ""Альфа-Грифон""",7449039983,0.5,74,Челябинская область
385,2014,"ООО ""Артель-С""",7447113399,0.48,74,Челябинская область
386,2013,"Челябинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7453093550,11.539563,74,Челябинская область
387,2013,"ООО ""Артель-С""",7447113399,0.44,74,Челябинская область
388,2012,"Челябинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7453093550,27.869561,74,Челябинская область
389,2011,"Челябинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7453093550,40.622237,74,Челябинская область
390,2011,"Общество с ограниченной ответственностью ""Малахит""",7449006120,3.0,74,Челябинская область
391,2011,"Общество с ограниченной ответственностью ""Уралэнергосервис""",7417015757,2.5,74,Челябинская область
392,2011,"Общество с ограниченной ответственностью Управляющая Компания ""Молния-Инвест""",7453176020,0.5,74,Челябинская область
393,2010,"Челябинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7453093550,13.273853,74,Челябинская область
394,2010,"Общество с ограниченной ответственностью ""Олми -Инвест""",7452023310,0.5,74,Челябинская область
395,2009,"Челябинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7453093550,25.51596,74,Челябинская область
396,2008,"Челябинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7453093550,10.0,74,Челябинская область
397,2008,"Общество с ограниченной ответственностью ""Мергель""",7449039285,5.0,74,Челябинская область
398,2006,"Открытое акционерное общество ""Челябинский металлургический комбинат""",7450001007,10.0,74,Челябинская область
399,2006,"Челябинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7453093550,9.9,74,Челябинская область
400,2006,"Открытое акционерное общество ""Уральская кузница""",7420000133,5.0,74,Челябинская область
401,2006,"ООО ""Максима""",7453132777,1.0,74,Челябинская область
402,2006,"ЗАО ""Саткинское дорожное ремонтно-строительное управление""",7417001585,0.5,74,Челябинская область
403,2015,"ООО ""Завод Трехсосенский""",7302023991,3.0,73,Ульяновская область
404,2015,"ООО ""ГРАН-ПРИ""",7328068323,2.0,73,Ульяновская область
405,2015,"ООО ""АРТ-ПРОФИ""",7325114564,1.96482,73,Ульяновская область
406,2015,"ООО ""ДВОРЦОВЫЙ РЯД-МС""",7326019930,1.0,73,Ульяновская область
407,2015,"ООО ""ТехноЛайн""",7326035481,0.6968624,73,Ульяновская область
408,2014,"Ульяновский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7325038994,2.046151,73,Ульяновская область
409,2013,"Ульяновский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7325038994,28.313591,73,Ульяновская область
410,2012,"Ульяновский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7325038994,6.054255,73,Ульяновская область
411,2011,"Ульяновский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7325038994,28.708278,73,Ульяновская область
412,2010,"Ульяновский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7325038994,10.60028,73,Ульяновская область
413,2009,"Ульяновский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7325038994,36.268734,73,Ульяновская область
414,2008,"Открытое акционерное общество ""Ульяновскцемент""",7321000069,10.0,73,Ульяновская область
415,2008,"Ульяновский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7325038994,8.154711,73,Ульяновская область
416,2008,"Общество с ограниченной ответственностью ""Торгово-Офисный Центр ""ПЛЮС""",7325038031,0.9285,73,Ульяновская область
417,2008,"Общество с ограниченной ответственностью ""Информационно-рекламное агентство ""Мозаика""",7328034941,0.8,73,Ульяновская область
418,2008,"Общество с ограниченной ответственностью ""СОЗВЕЗДИЕ""",7325065846,0.65,73,Ульяновская область
419,2006,"Ульяновский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7325038994,9.881422,73,Ульяновская область
420,2015,"ЗАО ""Птицефабрика ""Пышминская""",7224006227,10.5,72,Тюменская область
421,2015,"ООО ""Сибинтел-Холдинг""",7207007157,4.0,72,Тюменская область
422,2015,"ЗАО ""Спинокс""",7204011980,1.0,72,Тюменская область
423,2015,"ООО ""Лайф+""",7202193132,1.0,72,Тюменская область
424,2015,"ООО ""СМУ ""Тюменьоблстрой""",7203087507,1.0,72,Тюменская область
425,2015,"ООО ""Стройкапитал""",7204164987,1.0,72,Тюменская область
426,2015,"ООО ""Стройсистема""",7202159491,1.0,72,Тюменская область
427,2015,"АО ""Сибинтел""",7203048508,0.705,72,Тюменская область
428,2015,"ООО ""Сибинтел-Девелопмент""",7202198807,0.5,72,Тюменская область
429,2015,"ООО ""Управляющая компания ""Новая Земля""",7224050466,0.5,72,Тюменская область
430,2014,"ООО ""Техносервис""",7202156211,20.0,72,Тюменская область
431,2014,"Тюменский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7202110584,14.66856,72,Тюменская область
432,2014,"ООО ""Тюменский фанерный завод""",7202192844,2.0,72,Тюменская область
433,2014,"ООО ""Вира""",7202109500,1.0,72,Тюменская область
434,2014,"ООО ""Сибинтел-Девелопмент""",7202198807,1.0,72,Тюменская область
435,2013,"Тюменский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7202110584,18.205,72,Тюменская область
436,2012,"Тюменский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7202110584,19.97,72,Тюменская область
437,2011,"Тюменский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7202110584,35.41373,72,Тюменская область
438,2010,"Тюменский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7202110584,22.849556,72,Тюменская область
439,2010,"Общество с ограниченной ответственностью ""Талер""",7202109490,0.941,72,Тюменская область
440,2010,"Общество с ограниченной ответственностью ""ДИНА""",7202009143,0.521,72,Тюменская область
441,2009,"Тюменский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7202110584,27.98203,72,Тюменская область
442,2009,"Общество с ограниченной ответственностью ""ДИНА""",7202009143,0.8755,72,Тюменская область
443,2009,Акционерный Западно-Сибирский коммерческий банк открытое акционерное общество,7202021856,0.7945,72,Тюменская область
444,2008,"Тюменский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7202110584,2.850359,72,Тюменская область
445,2008,"Закрытое акционерное общество ""Управляющая Компания ""Статус""",7202115617,0.7805,72,Тюменская область
446,2006,"Тюменский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7202110584,8.554404,72,Тюменская область
447,2006,"Уральский филиал ОАО ""Тюменьэнергобанк""",7203000880,0.5,72,Тюменская область
448,2015,"ООО ""Символ""",7105515426,1.0,71,Тульская область
449,2015,"ООО ""Строй-К""",7103517812,0.95,71,Тульская область
450,2015,"ООО ""САФОС""",7103522121,0.4,71,Тульская область
451,2014,"ОАО ""Тулачермет""",7105008031,47.0,71,Тульская область
452,2014,"Тульский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7107069713,17.214568,71,Тульская область
453,2014,"ООО Объединенная Химическая Компания ""Щекиноазот""",7118817022,6.0,71,Тульская область
454,2014,"ООО ""БРИС""",7104047849,3.0,71,Тульская область
455,2013,"Тульский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7107069713,8.393029,71,Тульская область
456,2012,"Тульский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7107069713,15.921626,71,Тульская область
457,2011,"Тульский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7107069713,38.189532,71,Тульская область
458,2010,"Тульский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7107069713,23.178543,71,Тульская область
459,2010,"Общество с ограниченной ответственностью ""Инд-Г арник""",7133003959,1.0,71,Тульская область
460,2010,"Общество с ограниченной ответственностью ""Сфера""",7107091934,0.7,71,Тульская область
461,2010,"Общество с ограниченной ответственностью научно-производственное предприятие ""БЭЛА""",7107033121,0.5,71,Тульская область
462,2009,"Тульский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7107069713,50.784703,71,Тульская область
463,2009,"Общество с ограниченной ответственностью ""Партнер""",7107093113,0.6264,71,Тульская область
464,2009,"Общество с ограниченной ответственностью "" Стройтехмонтаж""",7103501234,0.5763,71,Тульская область
465,2008,"Тульский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",7107069713,9.428798,71,Тульская область
466,2008,"Общество с ограниченной ответственностью ""Планета""",7106075376,1.1182,71,Тульская область
467,2008,"Общество с ограниченной ответственностью ""Г алактика""",7106075383,1.0,71,Тульская область
468,2008,"Общество с ограниченной ответственностью ""Дельта""",7107077986,0.729,71,Тульская область
469,2008,"Общество с ограниченной ответственностью ""МЕТАЛЛОСНАБ""",7106063902,0.585,71,Тульская область
470,2006,"Тульский региональный общественный фонд поддержки политических, экономических и социальных программ ""Экономическая инициатива""",7107069713,6.139136,71,Тульская область
471,2006,"Открытое акционерное общество ""Тульская кондитерская фабрика ""Ясная Поляна""",7104002125,1.99318,71,Тульская область
472,2015,"ОАО ""ТОМСКАЯ ДОМОСТРОИТЕЛЬНАЯ КОМПАНИЯ""",7014036553,24.8,70,Томская область
473,2015,"ЗАО ""ИНВЕСТИЦИИ И КОММУНАЛЬНОЕ ХОЗЯЙСТВО""",7017108566,2.0,70,Томская область
474,2015,"ООО ""ТОМСКИЙ КАБЕЛЬНЫЙ ЗАВОД""",7017307579,1.5,70,Томская область
475,2015,"АО ""СПЕЦТЕПЛОХИММОНТАЖ""",7024002585,1.0,70,Томская область
476,2015,"ОАО ""ТОМСКОЕ ПИВО""",7018011045,1.0,70,Томская область
477,2015,"ООО ""СибСпецСтрой""",7017326290,0.5,70,Томская область
478,2015,"ООО ""ГОРСЕТИ""",7017081040,0.45,70,Томская область
479,2014,"Томский региональный общественный фонд поддержки ""Единой России""",7017061283,10.030648,70,Томская область
480,2013,"Томский региональный общественный фонд поддержки ""Единой России""",7017061283,7.8,70,Томская область
481,2013,"ОАО ""Томское пиво""",7018011045,0.599,70,Томская область
482,2012,"Томский региональный общественный фонд поддержки ""Единой России""",7017061283,19.1,70,Томская область
483,2011,"Томский региональный общественный фонд поддержки ""Единой России""",7017061283,42.424169,70,Томская область
484,2010,"Томский региональный общественный фонд поддержки ""Единой России""",7017061283,29.528854,70,Томская область
485,2009,"Томский региональный общественный фонд поддержки ""Единой России""",7017061283,38.689398,70,Томская область
486,2009,"Томский региональный некоммерческий фонд ""Фонд поддержки общественных инициатив""",7017148375,1.4,70,Томская область
487,2008,"Томский региональный общественный фонд поддержки ""Единой России""",7017061283,6.895345,70,Томская область
488,2008,"Томский региональный некоммерческий фонд ""Фонд поддержки общественных инициатив""",7017148375,3.574,70,Томская область
489,2006,"Томский региональный общественный фонд поддержки ""Единой России""",7017061283,5.274219,70,Томская область
490,2006,"ООО ""Томстрой""",7017092517,1.37,70,Томская область
491,2015,"ООО ""Максимум""",6950022003,3.0,69,Тверская область
492,2015,"ООО ""Новый город""",6952034082,1.0,69,Тверская область
493,2015,"ООО ""ИДЕАЛ ИНЖИНИРИНГ""",6950165611,0.5,69,Тверская область
494,2014,"Тверской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6901015596,9.054502,69,Тверская область
495,2014,"ООО ""Энергобаланс-Регион Учет""",6950145397,1.0,69,Тверская область
496,2013,"ООО ""Компания ""Старицкие карьеры""",6942007548,1.29,69,Тверская область
497,2013,"Тверской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6901015596,0.76305,69,Тверская область
498,2013,"ООО ""Твой Город""",6950137967,0.32,69,Тверская область
499,2012,"Тверской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6901015596,26.498384,69,Тверская область
500,2011,"Тверской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6901015596,33.400376,69,Тверская область
501,2010,"Тверской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6901015596,8.444928,69,Тверская область
502,2009,"Тверской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6901015596,26.923366,69,Тверская область
503,2008,"Тверской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6901015596,5.261835,69,Тверская область
504,2008,"Общество с ограниченной ответственностью ""Торговый дом ТВЗ""",6950015729,1.2,69,Тверская область
505,2006,"Тверское региональное отделение Общероссийского общественного движения ""Всероссийский Союз Народных",6901019865,9.904798,69,Тверская область
506,2006,"Тверской региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6901015596,8.2005,69,Тверская область
507,2006,"ООО ""Вагонсервис""",6901014306,1.62,69,Тверская область
508,2006,"ОАО ""Тверской вагоностроительный завод""",6902008908,0.72,69,Тверская область
509,2014,"Тамбовский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6831023590,4.257412,68,Тамбовская область
510,2013,"Тамбовский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6831023590,1.003,68,Тамбовская область
511,2012,"Тамбовский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6831023590,4.6445,68,Тамбовская область
512,2011,"Тамбовский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6831023590,8.554242,68,Тамбовская область
513,2011,"Общество с ограниченной ответственностью ""Тамбовэнергонефть""",6832034179,2.588,68,Тамбовская область
514,2011,"Общество с ограниченной ответственностью ""Аскон""",6829017409,1.0,68,Тамбовская область
515,2010,"Тамбовский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6831023590,4.319824,68,Тамбовская область
516,2010,"Общество с ограниченной ответственностью ""Тамбовэнергонефть""",6832034179,1.083629,68,Тамбовская область
517,2009,"Тамбовский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6831023590,25.007,68,Тамбовская область
518,2015,ОАО «САФОНОВОМЯСОПРОДУКТ»,6726001213,0.5,67,Смоленская область
519,2015,ООО «АкваДар»,6732008087,0.385,67,Смоленская область
520,2015,"ООО ""Источник жизни""",6730066076,0.375,67,Смоленская область
521,2014,"Смоленский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6731040916,3.789534,67,Смоленская область
522,2013,"Смоленский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6731040916,5.951595,67,Смоленская область
523,2012,"Смоленский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6731040916,0.962091,67,Смоленская область
524,2011,"Смоленский региональный общественный фонд поддержки Всероссийской политической партии 'Единая Россия""",6731040916,13.108847,67,Смоленская область
525,2010,"Смоленский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6731040916,7.198177,67,Смоленская область
526,2009,"Смоленский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6731040916,31.8332,67,Смоленская область
527,2008,"Смоленский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6731040916,8.8799,67,Смоленская область
528,2015,"ООО ""ТРАНССИБУРАЛ""",6671335486,16.0,66,Свердловская область
529,2015,"ООО ""УРАЛЦИНК""",6621013540,3.0,66,Свердловская область
530,2014,"ООО ""АВИСТА-Е""",6670362470,29.0,66,Свердловская область
531,2014,"Свердловский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6672143610,21.936831,66,Свердловская область
532,2014,"ООО ""Финансовые Технологии""",6658428660,16.0,66,Свердловская область
533,2013,"Свердловский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6672143610,25.684228,66,Свердловская область
534,2012,"Свердловский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6672143610,27.095901,66,Свердловская область
535,2011,"Свердловский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6672143610,42.028887,66,Свердловская область
536,2011,"Открытое акционерное общество ’Свердловэнергосбыт""",6670082105,10.0,66,Свердловская область
537,2011,"Закрытое акционерное общество ""Невьянский цементник""",6621003100,5.0,66,Свердловская область
538,2010,"Свердловский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6672143610,13.796454,66,Свердловская область
539,2009,"Свердловский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6672143610,20.125661,66,Свердловская область
540,2009,"Закрытое акционерное общество ""Невьянский цементник""",6621003100,6.0,66,Свердловская область
541,2008,"Закрытое акционерное общество ""Невьянский цементник""",6621003100,10.0,66,Свердловская область
542,2008,"Общество с ограниченной ответственностью ""Невьянское карьероуправление""",6621010316,4.0,66,Свердловская область
543,2008,"Общество с ограниченной ответственностью ""Провинция Плюс""",6672162927,1.0,66,Свердловская область
544,2006,"Свердловский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6672143610,9.994833,66,Свердловская область
545,2015,"ООО ""Труд-Сахалин""",6501150223,1.25,65,Сахалинская область
546,2015,Сахалинский региональный фонд поддержки регионального сотрудничества и развития,6501118452,1.1,65,Сахалинская область
547,2015,"ООО ""Гранис""",6515002391,1.0,65,Сахалинская область
548,2015,"ЗАО ""Гидрострой""",6511000731,0.5,65,Сахалинская область
549,2014,"ООО ""Проспект Медиа""",6501213829,0.47,65,Сахалинская область
550,2013,"Сахалинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6501118452,3.106386,65,Сахалинская область
551,2012,"Сахалинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6501118452,11.853083,65,Сахалинская область
552,2011,"Сахалинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6501118452,22.839722,65,Сахалинская область
553,2010,"Сахалинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6501118452,4.867168,65,Сахалинская область
554,2009,"Сахалинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6501118452,22.530701,65,Сахалинская область
555,2008,"Сахалинский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6501118452,0.909123,65,Сахалинская область
556,2006,"Сахалинский региональный общественный Фонд поддержки Всероссийской партии ""Единство и Отечество"" - Единая Россия",6501118452,10.0,65,Сахалинская область
557,2015,"ООО ""АБИС""",6454091391,0.585,64,Саратовская область
558,2014,"Саратовский региональный общественный фонд поддержки ""Единой России""",6450062914,7.090149,64,Саратовская область
559,2014,"ООО Аутсорсинговая компания ""Консул""",6441021608,0.35,64,Саратовская область
560,2013,"Саратовский региональный общественный фонд поддержки ""Единой России""",6450062914,6.226536,64,Саратовская область
561,2012,"Саратовский региональный общественный фонд поддержки ""Единой России""",6450062914,23.500894,64,Саратовская область
562,2011,"Саратовский региональный общественный фонд поддержки ""Единой России""",6450062914,27.117892,64,Саратовская область
563,2010,"Саратовский региональный общественный фонд поддержки ""Единой России""",6450062914,26.544255,64,Саратовская область
564,2009,Саратовский Региональный Общественный Фонд поддержки Всероссийской политической партии «Единая Россия»,6450062914,18.221886,64,Саратовская область
565,2009,"Закрытое Акционерное Общество ""Саратовское предприятие городских электрических сетей""",6454006283,0.5,64,Саратовская область
566,2008,"Саратовский региональный общественный фонд поддержки Всероссийской партии ""ЕДИНСТВО и ОТЕЧЕСТВО"" - Единая Россия",6450062914,1.893,64,Саратовская область
567,2006,"Саратовский региональный общественный фонд поддержки Всероссийской партии ""ЕДИНСТВО и ОТЕЧЕСТВО"" - Единая Россия",6450062914,4.255,64,Саратовская область
568,2015,"ООО ""ИНВЕСТИЦИОННО-ФИНАНСОВАЯ ГРУППА ""БИЗНЕССФЕРА""",6311118542,5.0,63,Самарская область
569,2015,"ЗАО ""ПРОЕКТНО-ПРОМЫШЛЕННОЕ СТРОИТЕЛЬНОЕ ОБЪЕДИНЕНИЕ ШПСО) АО ""АВИАКОР""",6312040240,2.5,63,Самарская область
570,2015,"ООО ""Волгатеплоснаб""",6316178168,2.0,63,Самарская область
571,2015,"ООО НАУЧНО - ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЭНЕРГОСЕРВИС""",6313000240,1.6,63,Самарская область
572,2015,"ООО ""ВЦ-Терминал""",6367057404,1.2,63,Самарская область
573,2015,"ООО ""СТРОИТЕЛЬНО - МОНТАЖНАЯ ПРОИЗВОДСТВЕННАЯ ФИРМА ""ЭЛРИ""",6319024310,1.1,63,Самарская область
574,2015,"ООО ""ТЕХКОМПЛЕКТ""",6381011176,1.0,63,Самарская область
575,2015,"ООО ""Научно-производственная фирма "" XXI век""",6313034520,0.9,63,Самарская область
576,2015,"ООО ""ВОСХОД""",6312129459,0.6,63,Самарская область
577,2014,"Самарский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6318135160,17.6172,63,Самарская область
578,2014,"Самарская областная общественная организация ""Герои Отечества""",6315946272,0.956861,63,Самарская область
579,2013,"Самарский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6318135160,8.25,63,Самарская область
580,2012,"Самарский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6318135160,19.841175,63,Самарская область
581,2011,"Самарский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6318135160,31.675559,63,Самарская область
582,2010,"Самарский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6318135160,16.775692,63,Самарская область
583,2010,"Закрытое Акционерное Общество ""САМАРАГАЗКОМПЛЕКТ""",6314006438,0.8,63,Самарская область
584,2009,"Самарский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6318135160,32.577,63,Самарская область
585,2009,"Закрытое Акционерное Общество ""САМАР АГАЗКОМПЛЕКТ""",6314006438,2.4,63,Самарская область
586,2008,"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЖИГУЛЕВСКИЕ СТРОЙМАТЕРИАЛЫ""",6345000958,10.0,63,Самарская область
587,2008,"Самарский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6318135160,3.77,63,Самарская область
588,2008,"Общество с ограниченной ответственностью ""Формула""",6315595088,1.8,63,Самарская область
589,2008,"Закрытое акционерное общество ""САМАРГАЗКОМПЛЕКТ""",6314006438,1.7,63,Самарская область
590,2008,"Общество с ограниченной ответственностью ""Деревянные конструкции""",6316122180,1.0,63,Самарская область
591,2008,"Общество с ограниченной ответственностью ""Аксион""",6311091700,0.75,63,Самарская область
592,2008,"Открытое акционерное общество ""Самара - Автомост""",6367020073,0.5,63,Самарская область
593,2008,"Общество с ограниченной ответственностью ""Азимут""",6316127815,0.5,63,Самарская область
594,2006,"Самарский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6318135160,9.799,63,Самарская область
595,2006,"ОАО ""Новатэк""",6316031581,1.65,63,Самарская область
596,2006,"ООО ""Лас-Вегас.Игровая система""",6316075758,1.25,63,Самарская область
597,2006,"ООО ""Группа компаний ВИД""",6367362535,1.042,63,Самарская область
598,2006,"ООО ""Самарские рынки""",6317015053,0.5,63,Самарская область
599,2006,"ООО ""Центр Апполон""",6316085146,0.5,63,Самарская область
600,2006,"ОАО ""Самарский подшипниковый завод""",6318100431,0.5,63,Самарская область
601,2006,"ОАО ""Автовазагрегат""",6320004654,0.4,63,Самарская область
602,2015,"ООО ""Бакинское Агро""",6213010452,1.5,62,Рязанская область
603,2015,"ООО ""СЕВЕРНАЯ КОМПАНИЯ""",6234096820,1.5,62,Рязанская область
604,2015,"ООО ""Триумф""",6229056526,1.5,62,Рязанская область
605,2015,"ООО ""СПК-Зеленый сад""",6230045102,1.025,62,Рязанская область
606,2015,"Колхоз ""ЗАВЕТЫ ИЛЬИЧА""",6204001821,1.0,62,Рязанская область
607,2015,КОЛХОЗ имени ЛЕНИНА,6204000507,1.0,62,Рязанская область
608,2015,"ООО ""Капитал""",6234040962,1.0,62,Рязанская область
609,2015,"ООО ""Капитал62-строитель жилья""",6234145644,1.0,62,Рязанская область
610,2015,"ООО ""Компания ""Артель""",6215020431,1.0,62,Рязанская область
611,2015,"ООО ""ЛИДЕР-СТРОЙ""",6213009640,1.0,62,Рязанская область
612,2015,"ООО ""Новый век""",6229054913,1.0,62,Рязанская область
613,2015,"ООО ""ПРОСТОР АУТДОР""",6229069356,1.0,62,Рязанская область
614,2015,"ООО ""Русское поле""",6221002007,1.0,62,Рязанская область
615,2015,"ООО АГРОМОЛКОМБИНАТ ""РЯЗАНСКИЙ""",6234006538,0.6,62,Рязанская область
616,2015,"ЗАО ""РЯЗАНСКИЙ ЗАВОД ПО ПРОИЗВОДСТВУ И ОБРАБОТКЕ ЦВЕТНЫХ МЕТАЛЛОВ""",6230051890,0.5,62,Рязанская область
617,2015,"ООО ""Белый берег""",6234116481,0.5,62,Рязанская область
618,2015,"ООО ""Новые Строительные Технологии""",6234094140,0.5,62,Рязанская область
619,2015,"ООО ""МУНИЦИПАЛЬНЫЙ КОММЕРЧЕСКИЙ БАНК ИМ.СЕРГИЯ ЖИВАГО""",6227003906,0.347197,62,Рязанская область
620,2014,"Рязанский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6231054910,4.98145,62,Рязанская область
621,2013,"Рязанский региональный общественный фонд поддержки Всероссийской политической партии ""Единая Россия""",6231054910,1.01,62,Рязанская область
